cocktail.name,ingredient,measure,row
red death #2,orange juice,100,3212
red cloud,gin,44.25,3213
red cloud,apricot brandy,14.75,3214
red cloud,lemon juice,11.1,3215
red cloud,grenadine,3.7,3216
red beard,spiced rum,29.5,3217
red beard,coconut rum,29.5,3218
red beard,grenadine,14.75,3219
red beard,7-up,14.75,3220
red baron,rumple minze,22.125,3221
red baron,cinnamon schnapps,7.375,3222
red apple,vodka,29.5,3223
red apple,apple juice,29.5,3224
red apple,lemon juice,11.1,3225
red apple,grenadine,3.7,3226
red alert,tequila,29.5,3227
red alert,banana liqueur,29.5,3228
red alert,sloe gin,29.5,3229
red alert,sweet and sour,100,3230
rebel yell,bourbon,59,3231
rebel yell,triple sec,14.75,3232
rebel yell,lemon juice,29.5,3233
rebel yell,egg white,10,3234
rebel yell,orange,10,3235
rearbuster,tequila,59,3236
rearbuster,kahlua,59,3237
rearbuster,cranberry juice,100,3238
real romulan ale,151 proof rum,3750,3239
real romulan ale,everclear,3750,3240
real romulan ale,blue curacao,3750,3241
rattlesnake shot,yukon jack,100,3242
rattlesnake shot,cherry brandy,100,3243
rattlesnake shot,sweet and sour,100,3244
rattlesnake cocktail,blended whiskey,44.25,3245
rattlesnake cocktail,lemon juice,3.7,3246
rattlesnake cocktail,anis,0.925,3247
rattlesnake cocktail,powdered sugar,1.85,3248
rattlesnake cocktail,egg white,10,3249
rattlesnake,bailey's irish cream,10,3250
rattlesnake,kahlua,10,3251
rattlesnake,creme de cacao,10,3252
raspberry stupid,zima,88.5,3253
raspberry stupid,raspberry schnapps,29.5,3254
raspberry sherbet punch,sherbet,1892.5,3255
raspberry sherbet punch,ginger ale,20,3256
raspberry sherbet punch,pineapple juice,973.5,3257
raspberry kamikaze,vodka,59,3258
raspberry kamikaze,triple sec,59,3259
raspberry kamikaze,raspberry liqueur,59,3260
raspberry kamakazie,chambord raspberry liqueur,29.5,3261
raspberry kamakazie,vodka,14.75,3262
raspberry kamakazie,triple sec,14.75,3263
raspberry kamakazie,sweet and sour,29.5,3264
raspberry cream,vodka,44.25,3265
raspberry cream,yoghurt,16.65,3266
raspberry cream,ice-cream,16.65,3267
raspberry cream,creme de cacao,44.25,3268
raspberry cream,heavy cream,59,3269
raspberry cordial,raspberry juice,59,3270
raspberry cordial,vodka,59,3271
raspberry cordial,sugar,36.875,3272
raspberry cooler,raspberry vodka,59,3273
raspberry cooler,lemon-lime soda,118,3274
raspberry cooler,ice,100,3275
rangers rocker,vodka,59,3276
rangers rocker,dark rum,59,3277
rangers rocker,white wine,29.5,3278
rangers rocker,water,29.5,3279
rambo shot,jägermeister,14.75,3280
rambo shot,rumple minze,14.75,3281
rainy night,vodka,88.5,3282
rainy night,whiskey,118,3283
rainy night,peach juice,100,3284
rainy night,vermouth,100,3285
rainy night,lemon,100,3286
rain man,151 proof rum,36.875,3287
rain man,midori melon liqueur,22.125,3288
rain man,orange juice,118,3289
rail splitter,sugar syrup,7.4,3290
rail splitter,lemon juice,100,3291
rail splitter,ginger ale,100,3292
ragnar #2,absolut kurant,40,3293
ragnar #2,rose's sweetened lime juice,20,3294
ragnar #2,sprite,100,3295
ragnar #1,absolut kurant,29.5,3296
ragnar #1,lime,100,3297
ragnar #1,7-up,100,3298
raging indian,everclear,7.375,3299
raging indian,kahlua,7.375,3300
raging indian,orange juice,7.375,3301
raging indian,mango,7.375,3302
ragged company,bourbon,59,3303
ragged company,sweet vermouth,14.75,3304
ragged company,benedictine,3.7,3305
ragged company,bitters,1.8,3306
ragged company,lemon peel,15,3307
rafu eighteen,vodka,30,3308
rafu eighteen,pisang ambon,40,3309
rafu eighteen,orange juice,100,3310
rafu eighteen,sprite,100,3311
rafu eighteen,lemon,10,3312
radler,beer,354,3313
radler,7-up,354,3314
r.b. winter,southern comfort,29.5,3315
r.b. winter,amaretto,29.5,3316
r.b. winter,apple juice,100,3317
r.b. winter,lime juice,3.7,3318
quick f**k,kahlua,29.5,3319
quick f**k,midori melon liqueur,29.5,3320
quick f**k,bailey's irish cream,29.5,3321
quick-sand,black sambuca,250,3322
quick-sand,orange juice,2500,3323
quentin,dark rum,44.25,3324
quentin,kahlua,14.75,3325
quentin,light cream,29.5,3326
quentin,nutmeg,0.4625,3327
queen elizabeth,dry vermouth,14.75,3328
queen elizabeth,gin,44.25,3329
queen elizabeth,benedictine,5.55,3330
queen charlotte,red wine,59,3331
queen charlotte,grenadine,29.5,3332
queen charlotte,lemon-lime soda,100,3333
queen bee,coffee brandy,29.5,3334
queen bee,lime vodka,44.25,3335
queen bee,sherry,14.75,3336
quarter deck cocktail,light rum,15,3337
quarter deck cocktail,sherry,9.83333333333333,3338
quarter deck cocktail,lime,5,3339
quaker's cocktail,light rum,22.125,3340
quaker's cocktail,brandy,22.125,3341
quaker's cocktail,lemon,2.5,3342
quaker's cocktail,raspberry syrup,7.4,3343
pysch vitamin light,orange juice,29.5,3344
pysch vitamin light,apple juice,29.5,3345
pysch vitamin light,pineapple juice,29.5,3346
pysch vitamin light,ice,100,3347
pyro,vodka,29.5,3348
pyro,firewater,29.5,3349
pyro,everclear,3.7,3350
pussy paws,amaretto,14.75,3351
pussy paws,cranberry juice,29.5,3352
pussy paws,club soda,59,3353
pussy paws,lime peel,150,3354
pussy paws,sour mix,14.75,3355
pussy foot,grenadine,10,3356
pussy foot,pineapple juice,40,3357
pussy foot,orange juice,40,3358
pussy foot,grapefruit juice,40,3359
purple stealth,absolut kurant,3.33333333333333,3360
purple stealth,grape soda,6.66666666666667,3361
purple shroud,vodka,29.5,3362
purple shroud,sloe gin,22.125,3363
purple shroud,blue curacao,22.125,3364
purple plague,chambord raspberry liqueur,44.25,3365
purple plague,white wine,118,3366
purple plague,7-up,11.1,3367
purple pancho,tequila,29.5,3368
purple pancho,blue curacao,14.75,3369
purple pancho,sloe gin,14.75,3370
purple pancho,lime juice,59,3371
purple pancho,sour mix,59,3372
purple motherfucker #2,blue curacao,14.75,3373
purple motherfucker #2,southern comfort,14.75,3374
purple motherfucker #2,amaretto,14.75,3375
purple motherfucker #2,cranberry juice,29.5,3376
purple mask,vodka,29.5,3377
purple mask,creme de cacao,14.75,3378
purple mask,grape juice,29.5,3379
purple margarita,tequila,59,3380
purple margarita,sour mix,59,3381
purple margarita,chambord raspberry liqueur,59,3382
purple margarita,rose's sweetened lime juice,29.5,3383
purple margarita,cranberry juice,29.5,3384
purple jesus,ginger ale,29.5,3385
purple jesus,grape juice,29.5,3386
purple jesus,vodka,29.5,3387
purple jesus,grain alcohol,29.5,3388
purple hooter shooter,vodka,44.25,3389
purple hooter shooter,rose's sweetened lime juice,14.75,3390
purple hooter shooter,chambord raspberry liqueur,0.9,3391
purple hooter #2,chambord raspberry liqueur,9.83333333333333,3392
purple hooter #2,vodka,9.83333333333333,3393
purple hooter #2,triple sec,9.83333333333333,3394
purple hooter #1,chambord raspberry liqueur,14.75,3395
purple hooter #1,7-up,9.83333333333333,3396
purple hooter #1,vodka,9.83333333333333,3397
purple heart,maui,29.5,3398
purple heart,maui,29.5,3399
purple haze shooter,tennessee whiskey,14.75,3400
purple haze shooter,blue curacao,7.375,3401
purple haze shooter,grenadine,9,3402
purple haze shooter,lime juice,7.375,3403
purple haze #2,vodka,59,3404
purple haze #2,orange juice,354.75,3405
purple haze #2,blackberry schnapps,100,3406
purple haze #2,ice,120,3407
purple gecko,tequila,44.25,3408
purple gecko,blue curacao,14.75,3409
purple gecko,curacao,14.75,3410
purple gecko,cranberry juice,29.5,3411
purple gecko,sour mix,29.5,3412
purple gecko,lime juice,14.75,3413
purple devil,triple sec,29.5,3414
purple devil,cointreau,29.5,3415
purple devil,amaretto,29.5,3416
purple devil,cranberry juice,100,3417
purple devil,7-up,3.7,3418
purple crayon,chambord raspberry liqueur,22.125,3419
purple crayon,vodka,29.5,3420
purple crayon,pineapple juice,100,3421
purple cow #2,kahlua,29.5,3422
purple cow #2,chambord raspberry liqueur,14.75,3423
purple cow #2,milk,100,3424
purple cow,vodka,59,3425
purple cow,grape juice,100,3426
pure white evil,everclear,147.5,3427
pure white evil,rum,59,3428
pure white evil,vodka,59,3429
pure white evil,whisky,147.5,3430
pure white evil,lemon juice,0.9,3431
pure white evil,lemon,10,3432
pure pleasure,absolut kurant,20,3433
pure pleasure,malibu rum,20,3434
pure pleasure,lemon juice,10,3435
pure pleasure,cranberry juice,100,3436
pure pleasure,ice,100,3437
pure ecstacy,kahlua,59,3438
pure ecstacy,bailey's irish cream,118,3439
pure ecstacy,ice,100,3440
pure ecstacy,vodka,29.5,3441
punch #1,lemonade,710,3442
punch #1,white grape juice,15,3443
punch #1,cranberry juice,15,3444
punch #1,soda water,7500,3445
pulp vega,vodka,30,3446
pulp vega,tropicana,70,3447
pulp vega,crystal light,30,3448
pulp vega,cherry,10,3449
pulp vega,margarita mix,20,3450
puffer,light rum,59,3451
puffer,orange juice,59,3452
puffer,grapefruit juice,59,3453
puffer,grenadine,3.7,3454
puerto rican monkey fuck,kahlua,14.75,3455
puerto rican monkey fuck,creme de banane,14.75,3456
puerto rican monkey fuck,151 proof rum,3.6875,3457
puerto apple,applejack,44.25,3458
puerto apple,light rum,22.125,3459
puerto apple,orgeat syrup,29.5,3460
puerto apple,lime juice,11.1,3461
puerto apple,lime,10,3462
pucker,whiskey,29.5,3463
pucker,grapefruit juice,29.5,3464
pucker,ice,100,3465
psycho joe,kahlua,22.125,3466
psycho joe,peppermint schnapps,22.125,3467
psycho joe,coffee,100,3468
psycho,rum,40,3469
psycho,galliano,20,3470
psycho,orange juice,80,3471
psycho,pineapple juice,80,3472
psycho,grenadine,20,3473
princeton cocktail,gin,44.25,3474
princeton cocktail,dry vermouth,29.5,3475
princeton cocktail,lime juice,29.5,3476
prince of norway,vodka,22.125,3477
prince of norway,apricot brandy,22.125,3478
prince of norway,lime juice,7.375,3479
prince of norway,sprite,100,3480
prince of norway,ice,120,3481
prince's smile,apple brandy,14.75,3482
prince's smile,apricot brandy,14.75,3483
prince's smile,gin,29.5,3484
prince's smile,lemon juice,0.925,3485
presbyterian,blended whiskey,29.5,3486
presbyterian,coca-cola,100,3487
presbyterian,ginger ale,10,3488
presbyterian,lemon,100,3489
preakness cocktail,blended whiskey,44.25,3490
preakness cocktail,sweet vermouth,22.125,3491
preakness cocktail,benedictine,1.85,3492
preakness cocktail,bitters,0.9,3493
preakness cocktail,lemon peel,15,3494
prarie fire,tequila,29.5,3495
prarie fire,tabasco sauce,7.4,3496
prarie dog,151 proof rum,44.25,3497
prarie dog,tabasco sauce,1.8,3498
prairie fire #3,tequila,14.75,3499
prairie fire #3,tabasco sauce,100,3500
prairie fire #3,black pepper,100,3501
prairie fire #2,gold tequila,29.5,3502
prairie fire #2,tabasco sauce,0.9,3503
prairie fire #1,151 proof rum,29.5,3504
prairie fire #1,tabasco sauce,100,3505
prairie chicken,gin,29.5,3506
prairie chicken,egg,10,3507
prairie chicken,salt,100,3508
prairie chicken,black pepper,100,3509
præriebål (norwegian version of prairie fire),tequila,40,3510
præriebål (norwegian version of prairie fire),tabasco sauce,40,3511
power screwdriver,vodka,59,3512
power screwdriver,orange juice,100,3513
power screwdriver,coca-cola,100,3514
port wine flip,port,44.25,3515
port wine flip,light cream,7.4,3516
port wine flip,powdered sugar,3.7,3517
port wine flip,egg,10,3518
port wine flip,nutmeg,100,3519
port wine cocktail,port,73.75,3520
port wine cocktail,brandy,1.85,3521
port and starboard,grenadine,11.1,3522
port and starboard,green creme de menthe,14.75,3523
porch monkey,vodka,44.25,3524
porch monkey,grape schnapps,44.25,3525
porch monkey,lemonade,100,3526
porch crawlers,pink lemonade,710,3527
porch crawlers,beer,4730,3528
porch crawlers,gin,767,3529
porch climber,beer,355,3530
porch climber,pink lemonade,710,3531
porch climber,absolut vodka,767,3532
porch climber,canadian whisky,767,3533
poppy cocktail,gin,44.25,3534
poppy cocktail,creme de cacao,22.125,3535
popper,tequila,14.75,3536
popper,7-up,14.75,3537
popped cherry,vodka,59,3538
popped cherry,cherry liqueur,59,3539
popped cherry,cranberry juice,118,3540
popped cherry,orange juice,118,3541
poor man's mommosa,beer,118,3542
poor man's mommosa,orange juice,118,3543
poop deck cocktail,brandy,29.5,3544
poop deck cocktail,blackberry brandy,11.1,3545
poop deck cocktail,port,29.5,3546
ponderosa,everclear,59,3547
ponderosa,orange soda,59,3548
polynesian cocktail,vodka,44.25,3549
polynesian cocktail,cherry brandy,22.125,3550
polynesian cocktail,lime,10,3551
polynesian cocktail,powdered sugar,100,3552
polonaise,brandy,44.25,3553
polonaise,blackberry brandy,11.1,3554
polonaise,sherry,14.75,3555
polonaise,lemon juice,0.9,3556
polo cocktail,gin,29.5,3557
polo cocktail,lemon juice,11.1,3558
polo cocktail,orange juice,11.1,3559
polkagris,vodka,20,3560
polkagris,white creme de menthe,20,3561
polkagris,grenadine,40,3562
polkagris,sprite,80,3563
polkagris,cherry,20,3564
polkagris,ice,120,3565
polarbear #1,vodka,29.5,3566
polarbear #1,lime juice,29.5,3567
polarbear #1,7-up,59,3568
"polar bear, swedish",absolut vodka,40,3569
"polar bear, swedish",blue curacao,20,3570
"polar bear, swedish",sprite,100,3571
"polar bear, swedish",ice,100,3572
polar bear #3,creme de cacao,14.75,3573
polar bear #3,peppermint schnapps,14.75,3574
polar bear #2,vodka,88.5,3575
polar bear #2,blue curacao,14.75,3576
polar bear #2,7-up,100,3577
poison apple,apfelkorn,29.5,3578
poison apple,absolut vodka,29.5,3579
plum liqueur,plums,20,3580
plum liqueur,sugar,514,3581
plum liqueur,vodka,514,3582
plum liqueur,brandy,128.5,3583
plead the 5th,gin,29.5,3584
plead the 5th,sambuca,29.5,3585
plead the 5th,kahlua,29.5,3586
plaza cocktail,dry vermouth,22.125,3587
plaza cocktail,sweet vermouth,22.125,3588
plaza cocktail,gin,22.125,3589
plaza cocktail,pineapple,10,3590
platina blonde,tequila,40,3591
platina blonde,heavy cream,20,3592
planter's punch,dark rum,29.5,3593
planter's punch,orgeat syrup,14.75,3594
planter's punch,orange juice,59,3595
planter's punch,pineapple juice,29.5,3596
pjolter bay,apricot brandy,20,3597
pjolter bay,gin,20,3598
pjolter bay,grenadine,10,3599
pixie stick,gin,44.25,3600
pixie stick,midori melon liqueur,44.25,3601
pixie stick,7-up,100,3602
pitbull on crack #1,gold tequila,29.5,3603
pitbull on crack #1,jägermeister,29.5,3604
pitbull on crack #1,jim beam,29.5,3605
pitbull on crack #1,151 proof rum,29.5,3606
pit bull on crack #2,jägermeister,29.5,3607
pit bull on crack #2,rumple minze,29.5,3608
pit bull on crack #2,gold tequila,29.5,3609
pistachio cream,pistachio liqueur,29.5,3610
pistachio cream,brandy,29.5,3611
pistachio cream,vanilla ice-cream,147.5,3612
piscola,pisco,44.25,3613
piscola,coca-cola,100,3614
piscola,ice,100,3615
pisco sour,pisco,59,3616
pisco sour,lemon juice,29.5,3617
pisco sour,sugar,11.1,3618
pisco sour,ice,100,3619
pisang garuda,pisang ambon,20,3620
pisang garuda,white rum,40,3621
pisang garuda,bitter lemon,100,3622
pisang cold,pisang ambon,9.83333333333333,3623
pisang cold,milk,19.6666666666667,3624
pisang cold,ice,20,3625
pirate's float,spiced rum,44.25,3626
pirate's float,root beer schnapps,44.25,3627
pirate's float,coca-cola,100,3628
piper at the gates of dawn,scotch,44.25,3629
piper at the gates of dawn,kahlua,29.5,3630
piper at the gates of dawn,maraschino liqueur,14.75,3631
piper at the gates of dawn,heavy cream,29.5,3632
piper at arms,scotch,44.25,3633
piper at arms,dry vermouth,29.5,3634
piper at arms,lemon peel,15,3635
pinky colinky dinky,ice,30,3636
pinky colinky dinky,light rum,29.5,3637
pinky colinky dinky,sweet and sour,29.5,3638
pinky colinky dinky,maraschino liqueur,29.5,3639
pinky,rumple minze,22.125,3640
pinky,firewater,7.375,3641
pink squirrel #2,grenadine,14.75,3642
pink squirrel #2,creme de cacao,14.75,3643
pink squirrel #2,milk,29.5,3644
pink squirrel,creme de noyaux,29.5,3645
pink squirrel,creme de cacao,11.1,3646
pink squirrel,light cream,11.1,3647
pink pysch,lime juice,29.5,3648
pink pysch,orange juice,29.5,3649
pink pysch,fruit syrup,0.9,3650
pink pysch,ice,100,3651
pink pussycat,gin,59,3652
pink pussycat,pineapple juice,118,3653
pink pussycat,cherry brandy,3.7,3654
pink poontang,vodka,22.125,3655
pink poontang,creme de banane,22.125,3656
pink poontang,creme de almond,22.125,3657
pink poontang,pineapple juice,29.5,3658
pink poontang,sour mix,29.5,3659
pink police,beer,354,3660
pink police,pink lemonade,354,3661
pink police,vodka,354,3662
pink penocha,everclear,7500,3663
pink penocha,vodka,17500,3664
pink penocha,peach schnapps,17500,3665
pink penocha,orange juice,3785,3666
pink penocha,cranberry juice,3785,3667
pink panty pulldowns #2,vodka,10,3668
pink panty pulldowns #2,lemon juice,88.5,3669
pink panty pulldowns #2,cherries,265.5,3670
pink panty pulldowns #2,sprite,20,3671
pink panty pulldowns,sprite,10,3672
pink panty pulldowns,pink lemonade,514,3673
pink panty pulldowns,vodka,514,3674
pink panther shake,milk,500,3675
pink panther shake,raspberry jam,100,3676
pink panther shake,vanilla ice-cream,30,3677
pink panther #2,vodka,100,3678
pink panther #2,lime,100,3679
pink panther #2,grape soda,100,3680
pink panther #1,vodka,59,3681
pink panther #1,crystal light,177,3682
pink lemonade,absolut citron,44.25,3683
pink lemonade,chambord raspberry liqueur,14.75,3684
pink lemonade,sour mix,59,3685
pink lady,gin,44.25,3686
pink lady,grenadine,3.7,3687
pink lady,light cream,3.7,3688
pink lady,egg white,10,3689
pink gin #2,gin,44.25,3690
pink gin #2,cranberry juice,3.7,3691
pink gin,bitters,2.7,3692
pink gin,gin,59,3693
pink elephants on parade,vodka,59,3694
pink elephants on parade,pink lemonade,118,3695
pink elephants on parade,sugar,22.2,3696
pink elephants on parade,midori melon liqueur,14.75,3697
pink elephant ears,vodka,473,3698
pink elephant ears,pink lemonade,710,3699
pink elephant ears,lime,10,3700
pink elephant ears,ice,100,3701
pink cream fizz,gin,59,3702
pink cream fizz,lemon juice,29.5,3703
pink cream fizz,sugar,3.7,3704
pink cream fizz,light cream,29.5,3705
pink cream fizz,grenadine,3.7,3706
pink cream fizz,club soda,118,3707
pink banana,creme de banane,29.5,3708
pink banana,pink lemonade,147.5,3709
ping-pong cocktail,sloe gin,59,3710
ping-pong cocktail,lemon,2.5,3711
ping-pong cocktail,egg white,10,3712
pineberry,cranberry vodka,29.5,3713
pineberry,pineapple vodka,29.5,3714
pineberry,lemon,100,3715
pineberry,ice,100,3716
pineappleless pineapple juice,southern comfort,132.75,3717
pineappleless pineapple juice,151 proof rum,3.7,3718
pineappleless pineapple juice,7-up,88.5,3719
pineappleless pineapple juice,orange juice,118,3720
pineappleless pineapple juice,coca-cola,118,3721
pineapple power,pineapple,355,3722
pineapple power,water,514,3723
pineapple power,honey,11.1,3724
pineapple power,ginger,0.925,3725
pineapple liqueur,pineapple,4000,3726
pineapple liqueur,sugar,1000,3727
